Name,PredominantDegree,HighestDegree,FundingModel,Region,Geography,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings
Marietta College,Bachelor's,Graduate,Private,Great Lakes,Fringe Town,0.6387,24,1105,42205,12211,6565,22353,19.9099999,71762,34000
Miami University-Oxford,Bachelor's,Graduate,Public,Great Lakes,Fringe Town,0.6676,28,1240,30858,10056,8478,16766.5,21.1200008,81424.5,40500
Mount Carmel College of Nursing,Bachelor's,Graduate,Private,Great Lakes,Large City,0.5421,22,1030,25491,5545,6657,18750,23.4400005,63567,55400
University of Mount Union,Bachelor's,Graduate,Private,Great Lakes,Fringe Town,0.712,23,1050,37502,8974,6839,23557.5,19.7299995,74701.5,39100
Mount Vernon Nazarene University,Bachelor's,Graduate,Private,Great Lakes,Distant Town,0.6349,23,1071,33321,6654,6099,21875,25.5699997,64078,37000
College of Mount St Joseph,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.8755,22,989,31989,7201,6401,22062.5,23.0400009,62912,37500
Muskingum University,Bachelor's,Graduate,Private,Great Lakes,Distant Town,0.7596,21,983,33630,8196,7269,18751,20.75,70305,34100
Notre Dame College,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.9024,20,943,36250,5431,4881,12750,26.6299992,47506,39400
Oberlin College,Bachelor's,Graduate,Private,Great Lakes,Fringe Town,0.3041,30,1354,59683,27620,9872,23250,19.3600006,97279,33200
Ohio Dominican University,Bachelor's,Graduate,Private,Great Lakes,Large City,0.494,22,1028,40370,5064,6712,21081.5,24.9500008,49137.5,35200
Ohio Northern University,Bachelor's,Graduate,Private,Great Lakes,Fringe Town,0.6785,26,1153,49618,12893,8551,25000,19.9699993,89742,57500
Ohio State University-Main Campus,Bachelor's,Graduate,Public,Great Lakes,Large City,0.5553,29,1289,24524,16161,11284,17000,21.0400009,65600.5,38900
Ohio University-Main Campus,Bachelor's,Graduate,Public,Great Lakes,Distant Town,0.7295,24,1104,23605,9768,8294,14457,21.9300003,62815,35800
Ohio Wesleyan University,Bachelor's,Bachelor's,Private,Great Lakes,Large Suburb,0.7533,25,1123,52819,13181,8057,22192,19.5,87265,36500
Otterbein University,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.7374,24,1087,41646,9507,7287,22000,21.1200008,75737,37100
Franciscan University of Steubenville,Bachelor's,Graduate,Private,Great Lakes,Small City,0.7607,26,1163,32761,7014,7306,20500,20.5400009,82655.5,33100
Tiffin University,Bachelor's,Graduate,Private,Great Lakes,Distant Town,0.3856,21,969,34771,2238,6822,12033,23.9300003,56315,34000
University of Toledo,Bachelor's,Graduate,Public,Great Lakes,Large City,0.9073,22,1031,21263,12173,8426,14500,21.4300003,57163,37600
Ursuline College,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.5782,22,1018,35976,10964,5748,26334,25.9500008,39096,42400
Walsh University,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.7713,23,1047,34994,7309,5876,21500,22.1900005,67420,39600
Wilmington College,Bachelor's,Graduate,Private,Great Lakes,Fringe Rural,0.4603,22,1006,39415,6005,5915,21576,22.1800003,61722,35000
Wittenberg University,Bachelor's,Bachelor's,Private,Great Lakes,Small City,0.8932,24,1119,50728,11044,7093,21758,20.1700001,89184,37000
The College of Wooster,Bachelor's,Bachelor's,Private,Great Lakes,Distant Town,0.5633,28,1231,51300,13868,8007,20490,19.3600006,88881.5,39900
Xavier University,Bachelor's,Graduate,Private,Great Lakes,Large City,0.6997,25,1132,45080,10197,8089,24000,21.6200008,88138,43700
Bacone College,Bachelor's,Bachelor's,Private,Southwest,Distant Town,0.7182,17,836,26400,3605,4754,9500,24.75,28570,28300
Oklahoma Wesleyan University,Bachelor's,Graduate,Private,Southwest,Distant Town,0.4934,21,981,32241,6127,5309,16664,29.7099991,53772,46700
University of Central Oklahoma,Bachelor's,Graduate,Public,Southwest,Large Suburb,0.8398,22,1030,16684,6560,6382,12500,22.6599999,36756.5,35500
East Central University,Bachelor's,Graduate,Public,Southwest,Remote Town,0.9814,21,969,13735,7061,5225,12449,24.1800003,27762,33100
Hillsdale Free Will Baptist College,Bachelor's,Graduate,Private,Southwest,Large Suburb,0.4331,19,899,23637,3755,2709,10125,22.1000004,37236,30200
Northeastern State University,Bachelor's,Graduate,Public,Southwest,Remote Town,0.7337,21,970,13296,7338,5721,12500,24.2000008,28559,33000
Northwestern Oklahoma State University,Bachelor's,Graduate,Public,Southwest,Remote Town,0.598,20,930,13065,6634,5246,7500,23.8299999,33698,33200
Oklahoma Christian University,Bachelor's,Graduate,Private,Southwest,Large City,0.6321,25,1124,29359,8096,6581,15331,20.1000004,70327,33200
Oklahoma Panhandle State University,Bachelor's,Bachelor's,Public,Southwest,Distant Rural,0.4767,19,890,15439,5257,4967,9375,22.6200008,33556,32300
Oklahoma State University-Main Campus,Bachelor's,Graduate,Public,Southwest,Distant Town,0.7602,25,1138,21338,8346,8254,14750.5,21.3999996,52462,39800
Oklahoma Baptist University,Bachelor's,Graduate,Private,Southwest,Distant Town,0.5646,24,1098,31759,6372,6090,12000,20.6100006,58859,34100
Oklahoma City University,Bachelor's,Graduate,Private,Southwest,Large City,0.7198,26,1163,41431,12581,7055,19749,24.0100002,52723,37000
University of Oklahoma-Norman Campus,Bachelor's,Graduate,Public,Southwest,Mid-size Suburb,0.8044,26,1176,23263,11985,9273,15750,22.0300007,49891,43300
Oral Roberts University,Bachelor's,Graduate,Private,Southwest,Large City,0.4354,23,1037,35070,7486,6551,22500,21.8299999,53889,32200
Rogers State University,Bachelor's,Bachelor's,Public,Southwest,Fringe Town,0.5445,20,950,17213,5098,5534,8250,24.8400002,29974,30500
University of Science and Arts of Oklahoma,Bachelor's,Bachelor's,Public,Southwest,Distant Town,0.6246,21,990,15440,6819,5379,11296.5,22.5799999,36561,29100
Southeastern Oklahoma State University,Bachelor's,Graduate,Public,Southwest,Distant Town,0.7992,20,950,14050,6685,6679,9860,23.7600002,28378,32200
Southwestern Christian University,Bachelor's,Graduate,Private,Southwest,Large Suburb,0.884,20,963,22983,5930,4314,10877,24.1499996,36041,22800
Southwestern Oklahoma State University,Bachelor's,Graduate,Public,Southwest,Remote Town,0.9026,21,990,16660,7391,6233,10500,22.5599995,35512,35200
University of Tulsa,Bachelor's,Graduate,Private,Southwest,Large City,0.4059,29,1279,46560,16047,9672,20500,21.1200008,64324,41400
Concordia University-Portland,Bachelor's,Graduate,Private,Far West,Large City,0.5592,21,993,35963,3210,7401,17500,24.8199997,53453,38800
George Fox University,Bachelor's,Graduate,Private,Far West,Fringe Town,0.7528,23,1070,41836,8922,6742,18750,22.75,66182,38300
Lewis & Clark College,Bachelor's,Graduate,Private,Far West,Large City,0.6285,29,1279,53455,14496,9221,19115,20.9699993,67573,37600
Linfield College-McMinnville Campus,Bachelor's,Bachelor's,Private,Far West,Distant Town,0.9219,24,1090,45708,13664,7064,22697,23.7800007,65697,47900
Multnomah University,Bachelor's,Graduate,Private,Far West,Large City,0.538,23,1104,33878,5444,5433,20075,22.6599999,46586,28800
Northwest Christian University,Bachelor's,Graduate,Private,Far West,Mid-size City,0.7044,21,974,34807,4480,5040,17587.5,27.1200008,49421,36100
Oregon Institute of Technology,Bachelor's,Graduate,Public,Far West,Remote Town,0.7135,23,1025,18801,9094,6667,18333.5,24.7099991,38541,48100
Oregon State University,Bachelor's,Graduate,Public,Far West,Small City,0.7894,24,1102,22974,10145,8692,16846,21.5799999,54955,41600
University of Oregon,Bachelor's,Graduate,Public,Far West,Mid-size City,0.7417,25,1108,22390,11641,8828,18309,21.7299995,54318,38000
Pacific University,Bachelor's,Graduate,Private,Far West,Large Suburb,0.8619,24,1102,47922,11413,7478,20758.5,21.0100002,66418,37200
Reed College,Bachelor's,Graduate,Private,Far West,Large City,0.4853,31,1371,57701,20261,10092,15500,19.6900005,69123.5,28400
Corban University,Bachelor's,Graduate,Private,Far West,Mid-size City,0.3225,23,1067,38834,6654,5463,19500,22.9799995,65500.5,32500
Willamette University,Bachelor's,Graduate,Private,Far West,Mid-size City,0.5784,27,1198,52665,14645,9341,19538.5,19.8099995,82978,41300
Albright College,Bachelor's,Graduate,Private,Mid-Atlantic,Small City,0.6231,23,1033,46170,9620,6340,24562.5,23.6299992,66577.5,41700
Allegheny College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Distant Town,0.6487,26,1182,50044,12490,8108,27000,19.4099999,85933,42200
DeSales University,Bachelor's,Graduate,Private,Mid-Atlantic,Fringe Rural,0.758,24,1069,45331,8232,6520,19500,22.8099995,77146,43600
Alvernia University,Bachelor's,Graduate,Private,Mid-Atlantic,Small City,0.7762,20,976,39999,6251,6152,22500,25.3099995,53135,40400
Baptist Bible College & Seminary of Pennsylvania,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.8576,22,1016,28001,5440,5764,13000,20.0799999,55589.5,29400
Arcadia University,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.5969,25,1095,48907,8548,7962,22000,20.3500004,76319,38100
Bloomsburg University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Small City,0.8856,21,990,21732,8108,8655,18750,20.2399998,72266.5,39500
Bryn Mawr College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.3992,30,1334,57586,30846,9775,22650,20.4899998,70896,46800
Bucknell University,Bachelor's,Graduate,Private,Mid-Atlantic,Distant Town,0.2951,30,1306,59090,19054,10168,25000,19.4200001,102976,54800
Cabrini College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.7428,20,896,43541,7095,7005,14875,20.4400005,91613,38600
California University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Small Suburb,0.9269,19,964,23081,6990,9416,19168,21.7299995,60595,35200
Carlow University,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.9522,20,946,35640,7197,6870,21500,25.0699997,47364,35500
Carnegie Mellon University,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.2549,32,1432,59710,24821,11055,23000,19.8299999,90107.5,72200
Cedar Crest College,Bachelor's,Graduate,Private,Mid-Atlantic,Mid-size City,0.588,21,948,41240,9593,7031,23250,24.9400005,53743.5,42500
Chestnut Hill College,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.5785,21,960,42663,7120,6218,23500,25.3400002,44204,39200
Delaware Valley College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.6834,22,1005,44778,8110,7140,19500,20.6800003,79773,35800
Dickinson College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Small City,0.4444,29,1285,58149,17811,8726,19545,19.3600006,100478,48700
Drexel University,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.815,27,1197,53831,13309,10246,17027.5,22.2199993,69348,58400
Duquesne University,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.7409,25,1122,42280,10729,8863,25500,20.9599991,81511,51600
East Stroudsburg University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Small City,0.7844,20,946,20282,7595,9215,16750,20.8500004,76873.5,38100
Eastern University,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.6409,21,1041,39764,7909,6289,20927,24.75,70417,37900
Edinboro University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Fringe Town,0.8735,20,930,19886,8518,8925,18750,21.9500008,51587,30900
Elizabethtown College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.6957,25,1117,47390,13704,8137,23872.5,21.25,90303,44400
Gannon University,Bachelor's,Graduate,Private,Mid-Atlantic,Mid-size City,0.8042,23,1050,37572,7572,7326,22068,20.6399994,68879,43100
Geneva College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.6802,23,1070,34818,7872,6808,20593,25.3099995,60823.5,36300
Gettysburg College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Small City,0.4163,28,1282,55770,15043,9257,19957,19.3400002,107490,46200
Gwynedd Mercy University,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.6591,19,944,39051,7436,7046,20250,26.0200005,70168,48600
Haverford College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Large Suburb,0.2349,32,1400,59654,27567,10341,13399,19.3199997,89312.5,46000
Holy Family University,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.7585,19,933,31949,8855,6991,22498.5,23.8500004,58483.5,46800
Immaculata University,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.7964,20,943,45011,4936,5130,22000,26.7700005,62480,47000
Indiana University of Pennsylvania-Main Campus,Bachelor's,Graduate,Public,Mid-Atlantic,Distant Town,0.9049,20,973,22936,8479,9088,20500,20.3400002,63430,35300
Johnson College,Associate,Associate,Private,Mid-Atlantic,Small City,0.329,20,1018,23767,5851,5786,12000,21.8999996,48545,34400
Keystone College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.7205,19,901,31012,5705,6328,16836,22.2299995,45833,28500
Kutztown University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Fringe Town,0.8179,20,959,23130,8268,8599,18750,20.3600006,74351,36600
La Roche College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.5565,21,931,35493,5901,5789,18750,22.0799999,62381,37000
La Salle University,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.8021,22,996,47134,9385,9266,20616.5,22.4899998,71045.5,49400
Lafayette College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Large Suburb,0.3414,29,1283,57688,20383,10996,21648,19.3199997,107123,62400
Lancaster Bible College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.5813,19,982,27372,8105,5605,12000,22.4500008,60888,28400
Lebanon Valley College,Bachelor's,Graduate,Private,Mid-Atlantic,Small Suburb,0.6686,25,1112,46169,9979,7793,24500,19.9699993,88001.5,41000
Lehigh University,Bachelor's,Graduate,Private,Mid-Atlantic,Small City,0.3084,30,1322,55441,19955,12344,22500,19.3299999,102543,68600
Lincoln University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Large Suburb,0.6133,18,853,22497,8889,8170,24376,21.9200001,35974,30900
Lock Haven University,Bachelor's,Graduate,Public,Mid-Atlantic,Distant Town,0.8777,20,937,19145,7365,9142,18162,20.7099991,61119,36700
Lycoming College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Small City,0.7162,24,1047,44256,8056,7080,27000,19.7099991,75474,40600
Manor College,Associate,Associate,Private,Mid-Atlantic,Large Suburb,0.455,15,830,23119,5555,4828,12000,24.4799995,43347,34800
Mansfield University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Distant Town,0.9229,21,964,21432,9280,9064,19000,21.3899994,53497,34600
Mercyhurst University,Bachelor's,Graduate,Private,Mid-Atlantic,Mid-size City,0.7536,24,1064,42367,11645,5387,16000,22.2900009,66871,36100
Messiah College,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.659,26,1154,41341,10251,7958,23000,19.5499992,91486,38000
Millersville University of Pennsylvania,Bachelor's,Graduate,Public,Mid-Atlantic,Large Suburb,0.7186,22,1014,21756,7862,9485,18500,20.6299992,73644,39400
Misericordia University,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.6489,23,1057,38504,7162,7112,22212.5,23.2299995,66143,47000
Moore College of Art and Design,Bachelor's,Graduate,Private,Mid-Atlantic,Large City,0.5632,24,982,47675,10517,5557,26991,21.2999992,67507,29400
Mount Aloysius College,Associate,Graduate,Private,Mid-Atlantic,Fringe Town,0.6876,20,915,30884,5798,6238,15111.5,24.8600006,42148,35200
Muhlenberg College,Bachelor's,Bachelor's,Private,Mid-Atlantic,Mid-size City,0.4616,28,1246,53637,14525,8429,24187,20.6299992,110473,49100
Neumann University,Bachelor's,Graduate,Private,Mid-Atlantic,Large Suburb,0.5531,18,861,37314,5192,6649,20000,21.7000008,72393.5,36400
Pennsylvania State University-Penn State Erie-Behrend College,Bachelor's,Graduate,Public,Mid-Atlantic,Mid-size Suburb,0.8408,22,1052,27759,5530,8612,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State New Kensington,Bachelor's,Bachelor's,Public,Mid-Atlantic,Fringe Rural,0.7379,22,991,20315,5981,8030,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Shenango,Bachelor's,Bachelor's,Public,Mid-Atlantic,Large Suburb,0.6943,19,889,21867,5903,7240,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Wilkes-Barre,Bachelor's,Bachelor's,Public,Mid-Atlantic,Fringe Rural,0.8199,21,995,20301,5105,7668,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Worthington Scranton,Bachelor's,Bachelor's,Public,Mid-Atlantic,Large Suburb,0.8186,21,941,20183,5694,7762,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Lehigh Valley,Bachelor's,Graduate,Public,Mid-Atlantic,Large Suburb,0.8548,24,1004,19456,4653,6504,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Altoona,Bachelor's,Bachelor's,Public,Mid-Atlantic,Small City,0.8519,21,990,27591,4661,7264,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Beaver,Bachelor's,Bachelor's,Public,Mid-Atlantic,Large Suburb,0.8731,20,955,22942,5449,7453,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Berks,Bachelor's,Graduate,Public,Mid-Atlantic,Large Suburb,0.8307,22,988,25931,4619,7806,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Harrisburg,Bachelor's,Graduate,Public,Mid-Atlantic,Large Suburb,0.7994,23,1027,26651,6170,9042,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Brandywine,Bachelor's,Bachelor's,Public,Mid-Atlantic,Large Suburb,0.7905,20,968,19297,4409,7519,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Dubois,Associate,Bachelor's,Public,Mid-Atlantic,Remote Town,0.8793,21,951,21299,6633,7294,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Fayette- Eberly,Associate,Bachelor's,Public,Mid-Atlantic,Fringe Rural,0.8918,20,940,19753,5116,7426,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Hazleton,Associate,Bachelor's,Public,Mid-Atlantic,Small Suburb,0.8634,22,948,25745,5190,7721,21500,20.8799992,70439.5,43400
Pennsylvania State University-Main Campus,Bachelor's,Graduate,Public,Mid-Atlantic,Small City,0.542,27,1199,31625,18073,9902,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Greater Allegheny,Bachelor's,Bachelor's,Public,Mid-Atlantic,Large Suburb,0.7983,21,957,24415,6204,7391,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Mont Alto,Associate,Bachelor's,Public,Mid-Atlantic,Fringe Town,0.8271,22,960,25553,5313,7251,21500,20.8799992,70439.5,43400
Pennsylvania State University-Penn State Abington,Bachelor's,Graduate,Public,Mid-Atlantic,Large Suburb,0.7774,21,942,19611,3915,7591,21500,20.8799992,70439.5,43400
